size,k,scann_time,fgc_time,count,fixed_dimension
50000,100,1739.7658824920654,309.581995010376,5,3
100000,100,3491.2655353546143,63.53139877319336,5,3
150000,100,5674.856662750244,60.08291244506836,5,3
200000,100,7835.169076919556,108.2310676574707,5,3
250000,100,10464.434385299683,71.75993919372559,5,3
300000,100,12406.107902526855,64.70489501953125,5,3
350000,100,15866.72854423523,103.96790504455566,5,3
400000,100,17615.545749664307,99.22599792480469,5,3
450000,100,20397.305011749268,98.08850288391113,5,3
500000,100,23122.281312942505,145.54429054260254,5,3
550000,100,26116.445064544678,133.8341236114502,5,3
600000,100,27919.4118976593,221.52280807495117,5,3
650000,100,31652.714729309082,199.40900802612305,5,3
700000,100,34091.60351753235,215.80100059509277,5,3
750000,100,37984.81225967407,200.57439804077148,5,3
800000,100,37612.31589317322,217.23175048828125,5,3
850000,100,41494.43197250366,272.0963954925537,5,3
900000,100,44181.29372596741,231.35638236999512,5,3
950000,100,50539.37864303589,281.735897064209,5,3
1000000,100,54532.99427032471,412.9350185394287,5,3
1050000,100,57523.571491241455,365.48328399658203,5,3
1100000,100,62606.053590774536,339.1730785369873,5,3
1150000,100,66634.80305671692,408.57386589050293,5,3
1200000,100,64941.25962257385,399.52707290649414,5,3
1250000,100,67841.52221679688,530.6241512298584,5,3
1300000,100,71143.8467502594,544.1064834594727,5,3
1350000,100,80378.83424758911,792.609691619873,5,3
1400000,100,83004.15229797363,580.7111263275146,5,3
1450000,100,86331.54201507568,705.371618270874,5,3
1500000,100,91399.21045303345,589.1528129577637,5,3
1550000,100,94875.22912025452,707.1702480316162,5,3
1600000,100,96770.2898979187,716.8779373168945,5,3
1650000,100,100603.08933258057,621.6347217559814,5,3
1700000,100,109107.05327987671,845.6237316131592,5,3
1750000,100,110339.86234664917,715.4607772827148,5,3
1800000,100,111796.8578338623,761.6848945617676,5,3
1850000,100,115976.77397727966,997.9588985443115,5,3
1900000,100,120057.00898170471,945.5976486206055,5,3
1950000,100,125689.21971321106,954.108715057373,5,3
2000000,100,156829.44536209106,1095.008134841919,5,3
2050000,100,133133.25428962708,1739.6583557128906,5,3
2100000,100,139641.75128936768,1031.3670635223389,5,3
2150000,100,144158.376455307,1196.5689659118652,5,3
2200000,100,150462.58330345154,1229.7604084014893,5,3
2250000,100,158488.1250858307,1264.3389701843262,5,3
2300000,100,161905.23076057434,1276.5991687774658,5,3
2350000,100,167920.05133628845,1370.0125217437744,5,3
2400000,100,174361.35292053223,1742.1660423278809,5,3
2450000,100,176591.6073322296,1406.8856239318848,5,3
2500000,100,188890.5520439148,1522.8447914123535,5,3
2550000,100,202043.8437461853,1628.899097442627,5,3
2600000,100,201600.06713867188,1785.8903408050537,5,3
2650000,100,208018.8570022583,1796.1864471435547,5,3
2700000,100,207525.4099369049,1744.5707321166992,5,3
2750000,100,215686.39874458313,2037.1959209442139,5,3
2800000,100,221259.42611694336,1947.6993083953857,5,3
2850000,100,228820.0705051422,2018.3844566345215,5,3
2900000,100,233624.85909461975,1858.3674430847168,5,3
2950000,100,240856.78148269653,2071.8181133270264,5,3
3000000,100,245868.57223510742,2550.1227378845215,5,3
3050000,100,250666.241645813,2259.0267658233643,5,3
3100000,100,256872.891664505,1490.3366565704346,5,3
3150000,100,284328.0382156372,1778.496503829956,5,3
3200000,100,267526.3695716858,1844.1746234893799,5,3
3250000,100,272374.37200546265,2264.24503326416,5,3
3300000,100,279905.46464920044,2311.5105628967285,5,3
3350000,100,285668.1938171387,2406.3150882720947,5,3
3400000,100,294301.49269104004,2493.421792984009,5,3
3450000,100,295951.21693611145,2748.162031173706,5,3
3500000,100,303158.4122180939,2515.4166221618652,5,3
3550000,100,307799.8878955841,2569.69952583313,5,3
3600000,100,319942.92163848877,2711.867570877075,5,3
3650000,100,336035.85624694824,2708.676815032959,5,3
3700000,100,341223.886013031,2807.481050491333,5,3
3750000,100,337111.6256713867,2926.7067909240723,5,3
3800000,100,345105.29685020447,3213.7937545776367,5,3
3850000,100,350784.7354412079,3537.534236907959,5,3
3900000,100,355222.1186161041,3277.543067932129,5,3
3950000,100,368786.9002819061,3137.1805667877197,5,3
4000000,100,374119.44365501404,3236.7966175079346,5,3
4050000,100,386768.21637153625,3292.3524379730225,5,3
4100000,100,392096.63367271423,4039.69144821167,5,3
4150000,100,405392.96436309814,3446.8722343444824,5,3
4200000,100,410203.9518356323,3562.6726150512695,5,3
4250000,100,414592.76247024536,3575.270414352417,5,3
4300000,100,416557.1072101593,3691.741466522217,5,3
4350000,100,423620.2483177185,4028.911352157593,5,3
4400000,100,427605.3535938263,3857.1677207946777,5,3
4450000,100,433240.26346206665,3929.474115371704,5,3
4500000,100,445034.042596817,3976.58371925354,5,3
4550000,100,449246.1302280426,4020.6806659698486,5,3
4600000,100,458183.2101345062,4892.596483230591,5,3
4650000,100,464357.2108745575,4236.5241050720215,5,3
4700000,100,473053.6913871765,4274.094581604004,5,3
4750000,100,477752.4354457855,4298.441171646118,5,3
4800000,100,491164.7455692291,5031.205177307129,5,3
4850000,100,499581.8350315094,4570.810794830322,5,3
4900000,100,508371.28925323486,4857.161045074463,5,3
4950000,100,522102.33068466187,4703.531503677368,5,3
5000000,100,523003.82375717163,5114.150524139404,5,3
